(1, 'Mercedes', 'HJ302TI', 'giallo', 1200, 'Automatico', 10274),
(1054, 'Audi', 'MS425NF', 'nero', 2200, 'Automatico', 18322),
(1055, 'Toyota', 'BC955CN', 'rosa', 1800, 'Manuale', 65544),
(1056, 'BMW', 'JK708PT', 'grigio', 2200, 'Manuale', 11449),
(1057, 'Toyota', 'PR379ZI', 'marrone', 1800, 'Manuale', 53882),
(1058, 'Toyota', 'PB467GV', 'arancione', 2000, 'Automatico', 74022),
(1059, 'Toyota', 'EO143JD', 'grigio', 2200, 'Automatico', 46640),
(1060, 'Audi', 'VJ438FB', 'viola', 1400, 'Automatico', 26656),
(1061, 'Audi', 'QY847PN', 'verde', 2200, 'Manuale', 69731),
(1062, 'BMW', 'CQ170EK', 'giallo', 2200, 'Manuale', 10320),
(1063, 'Toyota', 'KO474XE', 'nero', 1800, 'Manuale', 68001),
(1064, 'Toyota', 'OA531LG', 'marrone', 2200, 'Manuale', 54984),
(1065, 'Mercedes', 'AS381TO', 'giallo', 2200, 'Manuale', 39332),
(1066, 'Audi', 'NZ156ZF', 'rosa', 2000, 'Manuale', 23231),
(1067, 'BMW', 'QN350GM', 'arancione', 1200, 'Automatico', 27691),
(1068, 'BMW', 'FB140QA', 'viola', 2400, 'Manuale', 27664),
(1069, 'BMW', 'PX842OQ', 'nero', 2000, 'Manuale', 64288),
(1070, 'Toyota', 'HX342UG', 'blu', 2000, 'Manuale', 67500),
(1071, 'BMW', 'VD732HU', 'blu', 1400, 'Manuale', 37328),
(1072, 'BMW', 'IP411UN', 'rosa', 2200, 'Automatico', 61088),
(1073, 'Toyota', 'ME984DP', 'rosso', 2200, 'Manuale', 73392),
(1074, 'BMW', 'CL515XN', 'nero', 1600, 'Automatico', 21782),
(1075, 'Mercedes', 'NJ122DN', 'grigio', 1200, 'Automatico', 27835),
(1076, 'Toyota', 'OP367HM', 'giallo', 1200, 'Manuale', 12335),
(1077, 'BMW', 'OH190SK', 'viola', 2000, 'Automatico', 44484),
(1078, 'BMW', 'AQ675YQ', 'blu', 2400, 'Automatico', 43485),
(1079, 'Audi', 'JV639KG', 'marrone', 2400, 'Automatico', 15314),
(1080, 'BMW', 'BQ627TJ', 'viola', 1400, 'Automatico', 19716),
(1081, 'BMW', 'BD993AF', 'nero', 2000, 'Automatico', 66968),
(1082, 'Toyota', 'AM236NN', 'verde', 2600, 'Automatico', 49660),
(1083, 'Mercedes', 'ZR251CI', 'grigio', 1400, 'Manuale', 79782),
(1084, 'Audi', 'BM991HF', 'blu', 2000, 'Automatico', 78143),
(1085, 'Toyota', 'DP635XO', 'rosso', 2200, 'Automatico', 44638),
(1086, 'Toyota', 'VH702TG', 'marrone', 1800, 'Manuale', 33688),
(1087, 'Mercedes', 'NA445YB', 'marrone', 1400, 'Manuale', 39586),
(1088, 'Audi', 'GD896UN', 'marrone', 1800, 'Automatico', 30338),
(1089, 'Audi', 'PC403PV', 'blu', 2600, 'Manuale', 79730),
(1090, 'Audi', 'IF554NA', 'rosso', 1800, 'Manuale', 35611),
(1091, 'Toyota', 'ER251VR', 'giallo', 2400, 'Manuale', 47179),
(1092, 'Audi', 'ZM273AN', 'rosso', 2600, 'Automatico', 25503),
(1093, 'Mercedes', 'KQ559IC', 'viola', 2400, 'Automatico', 70048),
(1094, 'Audi', 'CI299AS', 'nero', 2400, 'Manuale', 71443),
(1095, 'Mercedes', 'AP430PJ', 'marrone', 2200, 'Manuale', 70191),
(1096, 'Audi', 'UT611QF', 'giallo', 2200, 'Automatico', 77312),
(1097, 'Toyota', 'JT144US', 'nero', 1800, 'Automatico', 23620),
(1098, 'Toyota', 'IT534ZM', 'giallo', 2600, 'Automatico', 65986),
(1099, 'Mercedes', 'RR589JV', 'rosa', 2600, 'Automatico', 70928),
